ID,RUT,Razon Social,Fecha de actuacion (1era firma),Fecha de registro (ultima firma),Fecha de aprobacion x SII,Anio,Mes,Comuna Tributaria,Region Tributaria,Codigo de sociedad,Tipo de actuacion,Capital,Comuna Social,Region Social
3704479,77528037-9,EMPORIO NATURAL SPA,18-02-2022,18-02-2022,18-02-2022,2022,Febrero,IQUIQUE,1,SpA,CONSTITUCIÓN,500000,IQUIQUE,1
3689522,77528947-3,HNOS. FUENTES SERVICIOS INTEGRALES SPA,18-02-2022,18-02-2022,18-02-2022,2022,Febrero,COQUIMBO,4,SpA,CONSTITUCIÓN,1000000,COQUIMBO,4
3706646,77529129-K,Asesorías Lie Limitada,20-02-2022,20-02-2022,20-02-2022,2022,Febrero,CONCHALI,13,SRL,CONSTITUCIÓN,1000000,CONCHALI,13
3706521,77529099-4,Zamorano Olivares SpA,20-02-2022,20-02-2022,20-02-2022,2022,Febrero,LA CISTERNA,13,SpA,CONSTITUCIÓN,15000000,LA CISTERNA,13
3707655,77529425-6,Comercial Pradefrut Spa,21-02-2022,21-02-2022,21-02-2022,2022,Febrero,MOLINA,7,SpA,CONSTITUCIÓN,3000000,MOLINA,7
3705227,77529538-4,Elaboración y venta de comida rápida Ana López & Laura Mora Limitada,21-02-2022,21-02-2022,21-02-2022,2022,Febrero,LANCO,14,SRL,CONSTITUCIÓN,1000000,LANCO,14
3706911,77529581-3,LEGAL INNOVA SPA,21-02-2022,21-02-2022,21-02-2022,2022,Febrero,PUERTO MONTT,10,SpA,CONSTITUCIÓN,2000000,PUERTO MONTT,10
3703401,77530116-3,DEEPLANING SpA,22-02-2022,22-02-2022,22-02-2022,2022,Febrero,PROVIDENCIA,13,SpA,CONSTITUCIÓN,10000,PROVIDENCIA,13
3709808,77530188-0,LOVELY TREND SPA,22-02-2022,22-02-2022,22-02-2022,2022,Febrero,PUERTO MONTT,10,SpA,CONSTITUCIÓN,2000000,PUERTO MONTT,10
3708724,77530111-2,CONSTRUCUADRA´S CONSTRUCCIÓN SPA,22-02-2022,22-02-2022,22-02-2022,2022,Febrero,VILLARRICA,9,SpA,CONSTITUCIÓN,25000000,VILLARRICA,9
3709332,77529869-3,CONSTRUCTORA MINIMAL SPA,22-02-2022,22-02-2022,22-02-2022,2022,Febrero,PEÑALOLEN,13,SpA,CONSTITUCIÓN,10000000,PEÑALOLEN,13
3709556,77530089-2,LZG CONSTRUCTORA & ARQUITECTURA SPA,22-02-2022,22-02-2022,22-02-2022,2022,Febrero,COLINA,13,SpA,CONSTITUCIÓN,500000,COLINA,13
3712303,77530684-K,Detailing Nation Chile SpA,23-02-2022,23-02-2022,23-02-2022,2022,Febrero,PROVIDENCIA,13,SpA,CONSTITUCIÓN,500000,PROVIDENCIA,13
3715080,77531539-3,KyC Labs SpA,24-02-2022,24-02-2022,24-02-2022,2022,Febrero,VITACURA,13,SpA,CONSTITUCIÓN,1000000,VITACURA,13
3703361,77531522-9,Racem SpA,24-02-2022,24-02-2022,24-02-2022,2022,Febrero,SANTIAGO,13,SpA,CONSTITUCIÓN,2500000,SANTIAGO,13
3714477,77531438-9,OVIEDO FERRETERIAS SpA,24-02-2022,24-02-2022,24-02-2022,2022,Febrero,PEDRO AGUIRRE CERDA,13,SpA,CONSTITUCIÓN,900000,PEDRO AGUIRRE CERDA,13
3706515,77531339-0,Agrícola Estero Coilaco SpA,24-02-2022,24-02-2022,24-02-2022,2022,Febrero,VILCUN,9,SpA,CONSTITUCIÓN,150000000,VILCUN,9
3714193,77531289-0,Láminas de seguridad y pintura automotriz Pasten Espinoza Limitada,24-02-2022,24-02-2022,24-02-2022,2022,Febrero,ANDACOLLO,4,SRL,CONSTITUCIÓN,1500000,ANDACOLLO,4
3712834,77532557-7,ALMACEN VALERIA ANTIMAN MILLALDEO  E.I.R.L.,25-02-2022,25-02-2022,25-02-2022,2022,Febrero,PUNTA ARENAS,12,EIRL,CONSTITUCIÓN,500000,PUNTA ARENAS,12
3716660,77532562-3,Servicios de alimentación VICAN Spa,25-02-2022,25-02-2022,25-02-2022,2022,Febrero,VALDIVIA,14,SpA,CONSTITUCIÓN,3000000,VALDIVIA,14
3718562,77532816-9,Alefante SPA,27-02-2022,27-02-2022,27-02-2022,2022,Febrero,MACHALI,6,SpA,CONSTITUCIÓN,2000000,MACHALI,6
3659775,77533087-2,J&C Limpieza, Fumigación y Sanitización SpA,28-02-2022,28-02-2022,28-02-2022,2022,Febrero,FRUTILLAR,10,SpA,CONSTITUCIÓN,2000000,FRUTILLAR,10
3719907,77533397-9,Inversiones D y D SpA,28-02-2022,28-02-2022,28-02-2022,2022,Febrero,MACUL,13,SpA,CONSTITUCIÓN,1000000,MACUL,13
3711409,77532897-5,COMERCIALIZADORA Y DISTRIBUIDORA R Y R LIMITADA,28-02-2022,28-02-2022,28-02-2022,2022,Febrero,CURANILAHUE,8,SRL,CONSTITUCIÓN,10000000,CURANILAHUE,8
3716984,77533334-0,COMERCIALIZADORA DE ALIMENTOS Y BEBIDAS LUZ MARIA CARCAMO E.I.R.L.,28-02-2022,28-02-2022,28-02-2022,2022,Febrero,PUNTA ARENAS,12,EIRL,CONSTITUCIÓN,15000000,PUNTA ARENAS,12
3697587,77533032-5,PROPIEDADES MONNOTEN SPA,16-02-2022,28-02-2022,28-02-2022,2022,Febrero,LOS ANGELES,8,SpA,CONSTITUCIÓN,3000000,LOS ANGELES,8
3721190,77533675-7,TAX Y LEGAL A C  SpA,01-03-2022,01-03-2022,01-03-2022,2022,Marzo,LO BARNECHEA,13,SpA,CONSTITUCIÓN,1000000,LO BARNECHEA,13
3717749,77533497-5,Construcciones Alejandro Antonio Barros Hidalgo E.I.R.L.,01-03-2022,01-03-2022,01-03-2022,2022,Marzo,LITUECHE,6,EIRL,CONSTITUCIÓN,1000000,LITUECHE,6
3712557,77533652-8,SK MUEBLES E INNOVACION SPA,01-03-2022,01-03-2022,01-03-2022,2022,Marzo,RENGO,6,SpA,CONSTITUCIÓN,5000000,RENGO,6
3721623,77534063-0,Contrucciones e Ingenieria San Mateo Limitada,02-03-2022,02-03-2022,02-03-2022,2022,Marzo,LAS CABRAS,6,SRL,CONSTITUCIÓN,2000000,LAS CABRAS,6
3723587,77535125-K,ASESORIA Y SERVICIOS E INVERSIONES SAN AGUSTIN SPA,03-03-2022,03-03-2022,03-03-2022,2022,Marzo,CONCEPCIÓN,8,SpA,CONSTITUCIÓN,15000000,CONCEPCIÓN,8
3725177,77534955-7,SERVICIOS M&G SPA,03-03-2022,03-03-2022,03-03-2022,2022,Marzo,OSORNO,10,SpA,CONSTITUCIÓN,5000000,OSORNO,10
3724912,77535001-6,Benjul Spa,03-03-2022,03-03-2022,03-03-2022,2022,Marzo,PADRE LAS CASAS,9,SpA,CONSTITUCIÓN,1500000,PADRE LAS CASAS,9
3718366,77536086-0,MIBEDPHONE SPA,04-03-2022,04-03-2022,04-03-2022,2022,Marzo,PUENTE ALTO,13,SpA,CONSTITUCIÓN,15000000,PUENTE ALTO,13
3727212,77535831-9,ARRIENDO DE VEHICULOS Y TRASLADO DE PERSONAL B&B SPA,04-03-2022,04-03-2022,04-03-2022,2022,Marzo,ILLAPEL,4,SpA,CONSTITUCIÓN,27000000,ILLAPEL,4
3655125,77535966-8,S&L ARTE Y RESTAURACION SPA,04-03-2022,04-03-2022,04-03-2022,2022,Marzo,PUERTO VARAS,10,SpA,CONSTITUCIÓN,2500000,PUERTO VARAS,10
3721031,77535742-8,COMERCIAL EL GALPÓN LIMITADA,04-03-2022,04-03-2022,04-03-2022,2022,Marzo,PUERTO OCTAY,10,SRL,CONSTITUCIÓN,10000000,PUERTO OCTAY,10
3717426,77535746-0,SUPREMA SPA,04-03-2022,04-03-2022,04-03-2022,2022,Marzo,OSORNO,10,SpA,CONSTITUCIÓN,5000000,OSORNO,10
3728933,77536299-5,SERV INGE  DUALCOM Alvaro Antonio Duarte  Contreras E.I.R.L.,05-03-2022,05-03-2022,05-03-2022,2022,Marzo,BUIN,13,EIRL,CONSTITUCIÓN,10000000,BUIN,13
3700941,77536374-6,Helium SpA,06-03-2022,06-03-2022,06-03-2022,2022,Marzo,ANTOFAGASTA,2,SpA,CONSTITUCIÓN,1000000,ANTOFAGASTA,2
3728457,77536394-0,Casalud Spa,06-03-2022,06-03-2022,06-03-2022,2022,Marzo,BUIN,13,SpA,CONSTITUCIÓN,1000000,BUIN,13
3729860,77536705-9,Man Construcciones y servicios SpA,07-03-2022,07-03-2022,07-03-2022,2022,Marzo,TEMUCO,9,SpA,CONSTITUCIÓN,10000000,TEMUCO,9
3731649,77537079-3,Devius SpA,07-03-2022,07-03-2022,07-03-2022,2022,Marzo,PUERTO VARAS,10,SpA,CONSTITUCIÓN,100000,PUERTO VARAS,10
3728009,77536737-7,INVERSIONES LAEG SPA,07-03-2022,07-03-2022,07-03-2022,2022,Marzo,PANGUIPULLI,14,SpA,CONSTITUCIÓN,3000000,PANGUIPULLI,14
3731272,77536968-K,Sociedad de inversiones fastlog SpA,07-03-2022,07-03-2022,07-03-2022,2022,Marzo,QUINTA NORMAL,13,SpA,CONSTITUCIÓN,3000000,QUINTA NORMAL,13
3728756,77536612-5,WEEKEND STUDIO SpA,07-03-2022,07-03-2022,07-03-2022,2022,Marzo,PROVIDENCIA,13,SpA,CONSTITUCIÓN,10000000,PROVIDENCIA,13
3733601,77537674-0,COMERCIALIZADORA BALI SPA,08-03-2022,08-03-2022,08-03-2022,2022,Marzo,LAS CONDES,13,SpA,CONSTITUCIÓN,6000000,LAS CONDES,13
3732544,77537257-5,Guido Bertolini E.I.R.L.,08-03-2022,08-03-2022,08-03-2022,2022,Marzo,LAS CONDES,13,EIRL,CONSTITUCIÓN,100000,LAS CONDES,13
3728251,77537267-2,TRANSPORTES RUZ MIRANDA LIMITADA,08-03-2022,08-03-2022,08-03-2022,2022,Marzo,BUIN,13,SRL,CONSTITUCIÓN,1000000,BUIN,13
3736137,77538321-6,COMERCIAL LUNA SPA,09-03-2022,09-03-2022,09-03-2022,2022,Marzo,LOS ANGELES,8,SpA,CONSTITUCIÓN,2000000,LOS ANGELES,8
3734874,77537942-1,SUMAI SpA,09-03-2022,09-03-2022,09-03-2022,2022,Marzo,QUILPUE,5,SpA,CONSTITUCIÓN,3000000,QUILPUE,5
3729776,77538005-5,Nova Ice SpA,08-03-2022,09-03-2022,09-03-2022,2022,Marzo,PROVIDENCIA,13,SpA,CONSTITUCIÓN,3000000,PROVIDENCIA,13
3738931,77539474-9,Restaurante Souto Asociados Limitada,10-03-2022,10-03-2022,10-03-2022,2022,Marzo,CHILLAN,16,SRL,CONSTITUCIÓN,18000000,CHILLAN,16
3726699,77539434-K,EMPRESA CONSTRUCTORA GALVEZ SPA,10-03-2022,10-03-2022,10-03-2022,2022,Marzo,EL BOSQUE,13,SpA,CONSTITUCIÓN,800000,EL BOSQUE,13
3736293,77539839-6,Transportes M. A. Flores SPA,11-03-2022,11-03-2022,11-03-2022,2022,Marzo,TEMUCO,9,SpA,CONSTITUCIÓN,18000000,TEMUCO,9
3739735,77539829-9,La Tenemos SpA,11-03-2022,11-03-2022,11-03-2022,2022,Marzo,ÑUÑOA,13,SpA,CONSTITUCIÓN,10000,ÑUÑOA,13
3738876,77539549-4,Consultoría Maricel Galdames Zavala E.I.R.L.,11-03-2022,11-03-2022,11-03-2022,2022,Marzo,ÑUÑOA,13,EIRL,CONSTITUCIÓN,3000000,ÑUÑOA,13
3735578,77539634-2,Comercializadora y Librería Cristy SpA,11-03-2022,11-03-2022,11-03-2022,2022,Marzo,HUALPEN,8,SpA,CONSTITUCIÓN,1000000,HUALPEN,8
3665227,77540277-6,SERVICIO DE ENFERMERIA SYG SpA,13-03-2022,13-03-2022,13-03-2022,2022,Marzo,RECOLETA,13,SpA,CONSTITUCIÓN,100000,RECOLETA,13
3740307,77540328-4,Vulcanizaciones  Adelaida del Carmen Escobar E.I.R.L.,14-03-2022,14-03-2022,14-03-2022,2022,Marzo,CURICO,7,EIRL,CONSTITUCIÓN,2000000,CURICO,7
3743011,77540676-3,Importadora y comercializadora de bienes y servicios Sergio Esteban Toledo Varas E.I.R.L.,14-03-2022,14-03-2022,14-03-2022,2022,Marzo,PROVIDENCIA,13,EIRL,CONSTITUCIÓN,5000000,PROVIDENCIA,13
3737889,77540337-3,PC STARK SPA,14-03-2022,14-03-2022,14-03-2022,2022,Marzo,PUERTO MONTT,10,SpA,CONSTITUCIÓN,5000000,PUERTO MONTT,10
3744248,77540894-4,Ventas y Productos Arcoíris SpA,14-03-2022,14-03-2022,14-03-2022,2022,Marzo,RENCA,13,SpA,CONSTITUCIÓN,1000000,RENCA,13
3740049,77540683-6,Comercial Boungiorno SpA,14-03-2022,14-03-2022,14-03-2022,2022,Marzo,VIÑA DEL MAR,5,SpA,CONSTITUCIÓN,100000,VIÑA DEL MAR,5
3739728,77541025-6,COMERCIAL AUTOMOTRIZ LIRA GUZMAN SPA,15-03-2022,15-03-2022,15-03-2022,2022,Marzo,EL BOSQUE,13,SpA,CONSTITUCIÓN,10000000,EL BOSQUE,13
3738868,77541209-7,INVERSIONES SALAZAR VADILLO LIMITADA,15-03-2022,15-03-2022,15-03-2022,2022,Marzo,ANTOFAGASTA,2,SRL,CONSTITUCIÓN,1600000,ANTOFAGASTA,2
3728191,77541346-8,Inversiones Los Cuatro SpA,09-03-2022,15-03-2022,15-03-2022,2022,Marzo,MACHALI,6,SpA,CONSTITUCIÓN,1000000,MACHALI,6
3746850,77541597-5,Tonia SpA,15-03-2022,15-03-2022,15-03-2022,2022,Marzo,PUDAHUEL,13,SpA,CONSTITUCIÓN,1000000,PUDAHUEL,13
3745599,77541539-8,EL CARPINTERO MADERAS SPA,15-03-2022,15-03-2022,15-03-2022,2022,Marzo,CONSTITUCION,7,SpA,CONSTITUCIÓN,1000000,CONSTITUCION,7
3732555,77541205-4,BILITA MPASH SpA,14-03-2022,15-03-2022,15-03-2022,2022,Marzo,LA CISTERNA,13,SpA,CONSTITUCIÓN,4000000,PROVIDENCIA,13
3746501,77541547-9,MISFITS STORE SPA,15-03-2022,15-03-2022,15-03-2022,2022,Marzo,PROVIDENCIA,13,SpA,CONSTITUCIÓN,2000000,PROVIDENCIA,13
3746819,77541608-4,Servicios Odontológicos y Estéticos SOE Dental Limitada,15-03-2022,15-03-2022,15-03-2022,2022,Marzo,LAS CONDES,13,SRL,CONSTITUCIÓN,500000,LAS CONDES,13
3709701,77541778-1,VIVEROS & CIA SpA,16-03-2022,16-03-2022,16-03-2022,2022,Marzo,PEÑAFLOR,13,SpA,CONSTITUCIÓN,1000000,PEÑAFLOR,13
3740679,77542255-6,TRANSPORTES DON SANTIAGO SpA,16-03-2022,16-03-2022,16-03-2022,2022,Marzo,PUNTA ARENAS,12,SpA,CONSTITUCIÓN,6000000,PUNTA ARENAS,12
3722426,77542842-2,INVERSIONES BAEZA Y ASOCIADOS LIMITADA,01-03-2022,17-03-2022,17-03-2022,2022,Marzo,TALCAHUANO,8,SRL,CONSTITUCIÓN,1000000,TALCAHUANO,8
3750704,77543133-4,COMERCIALIZADORA JULIO VILCHES E.I.R.L.,17-03-2022,17-03-2022,17-03-2022,2022,Marzo,SANTIAGO,13,EIRL,CONSTITUCIÓN,2000000,SANTIAGO,13
3750933,77543279-9,SOCIEDAD DE LAVADO AUTOMOTRIZ LIMITADA,17-03-2022,17-03-2022,17-03-2022,2022,Marzo,VALPARAISO,5,SRL,CONSTITUCIÓN,25000000,VALPARAISO,5
3744332,77543198-9,TRANSPORTES NA&OS SPA,17-03-2022,17-03-2022,17-03-2022,2022,Marzo,RANCAGUA,6,SpA,CONSTITUCIÓN,500000,RANCAGUA,6
3749359,77542946-1,Servicios Ruiz De Gamboa SpA,17-03-2022,17-03-2022,17-03-2022,2022,Marzo,CURICO,7,SpA,CONSTITUCIÓN,500000,CURICO,7
3751996,77543593-3,CONST-MACHINE SPA,18-03-2022,18-03-2022,18-03-2022,2022,Marzo,ALTO HOSPICIO,1,SpA,CONSTITUCIÓN,5000000,ALTO HOSPICIO,1
3672778,77543715-4,INVERSIONES LEICO SpA,09-03-2022,18-03-2022,18-03-2022,2022,Marzo,LAS CABRAS,6,SpA,CONSTITUCIÓN,10000000,LAS CABRAS,6
3744459,77544062-7,Sotrasil spa,19-03-2022,19-03-2022,19-03-2022,2022,Marzo,SAN FERNANDO,6,SpA,CONSTITUCIÓN,10000000,SAN FERNANDO,6
3753453,77543949-1,Servicios Generales Guevara SpA,19-03-2022,19-03-2022,19-03-2022,2022,Marzo,MAIPU,13,SpA,CONSTITUCIÓN,1000000,MAIPU,13
3755794,77544596-3,Hermanos Silva y Jorquera Limitada,21-03-2022,21-03-2022,21-03-2022,2022,Marzo,PAINE,13,SRL,CONSTITUCIÓN,1000000,PAINE,13
3743227,77544483-5,Manio SpA,21-03-2022,21-03-2022,21-03-2022,2022,Marzo,PUENTE ALTO,13,SpA,CONSTITUCIÓN,1000000,PUENTE ALTO,13
3747281,77544713-3,INVERSIONES ROCALOBO LIMITADA,21-03-2022,21-03-2022,21-03-2022,2022,Marzo,PROVIDENCIA,13,SRL,CONSTITUCIÓN,1000000,PROVIDENCIA,13
3745656,77545396-6,Nube SpA,22-03-2022,22-03-2022,22-03-2022,2022,Marzo,RANCAGUA,6,SpA,CONSTITUCIÓN,300000,RANCAGUA,6
3747877,77545151-3,TECNOLOGIA INNOVA SPI SPA,22-03-2022,22-03-2022,22-03-2022,2022,Marzo,PADRE LAS CASAS,9,SpA,CONSTITUCIÓN,1000000,PADRE LAS CASAS,9
3759541,77545513-6,Servicio de Rehabilitación y Cuidados Domiciliarios Spa,22-03-2022,22-03-2022,22-03-2022,2022,Marzo,OVALLE,4,SpA,CONSTITUCIÓN,500000,OVALLE,4
3744708,77545119-K,Venta al por menor de papelería Karen Castro Hernández E.I.R.L.,22-03-2022,22-03-2022,22-03-2022,2022,Marzo,TEMUCO,9,EIRL,CONSTITUCIÓN,600000,TEMUCO,9
3742634,77545533-0,Servicios a la Minería y Construcción  Vega Ingeniería SpA,22-03-2022,22-03-2022,22-03-2022,2022,Marzo,ANDACOLLO,4,SpA,CONSTITUCIÓN,500000,ANDACOLLO,4
3682191,77546024-5,CANTERLINK SpA,23-03-2022,23-03-2022,23-03-2022,2022,Marzo,LO BARNECHEA,13,SpA,CONSTITUCIÓN,5000000,LO BARNECHEA,13
3741943,77545904-2,Sociedad los chucky limitada,23-03-2022,23-03-2022,23-03-2022,2022,Marzo,SAN FERNANDO,6,SRL,CONSTITUCIÓN,50000,SAN FERNANDO,6
3759361,77545893-3,COMERCIALIZADORA Y DISTRIBUIDORA K Y M SPA,23-03-2022,23-03-2022,23-03-2022,2022,Marzo,LA FLORIDA,13,SpA,CONSTITUCIÓN,1000000,LA FLORIDA,13
3761072,77545931-K,EFFORT SPA,23-03-2022,23-03-2022,23-03-2022,2022,Marzo,LA SERENA,4,SpA,CONSTITUCIÓN,5000000,LA SERENA,4
3760513,77545749-K,TECNO-FRIO GALLARDO SPA,23-03-2022,23-03-2022,23-03-2022,2022,Marzo,MAIPU,13,SpA,CONSTITUCIÓN,1000000,MAIPU,13
3760336,77545661-2,N&H STUDIOS LIMITADA,23-03-2022,23-03-2022,23-03-2022,2022,Marzo,ANCUD,10,SRL,CONSTITUCIÓN,1000000,ANCUD,10
3700713,77545971-9,ASERRADERO ESEDE SpA,23-03-2022,23-03-2022,23-03-2022,2022,Marzo,CORONEL,8,SpA,CONSTITUCIÓN,4000000,CORONEL,8
3709319,77546013-K,Comercializadora ventas de autos MARIA Magdalena Traub Empresa Individual de Responsabilidad Limitada,23-03-2022,23-03-2022,23-03-2022,2022,Marzo,LAS CONDES,13,EIRL,CONSTITUCIÓN,10000,LAS CONDES,13
3732249,77547121-2,Neurolinks SpA,24-03-2022,24-03-2022,24-03-2022,2022,Marzo,LAS CONDES,13,SpA,CONSTITUCIÓN,200000,LAS CONDES,13
3760138,77546796-7,AMBIO SPA,24-03-2022,24-03-2022,24-03-2022,2022,Marzo,CHIGUAYANTE,8,SpA,CONSTITUCIÓN,5000000,CHIGUAYANTE,8
3763783,77547309-6,MMM Construcciones SpA,24-03-2022,24-03-2022,24-03-2022,2022,Marzo,PUENTE ALTO,13,SpA,CONSTITUCIÓN,500000,PUENTE ALTO,13
3761951,77547082-8,RAMSES CONSTRUCCIÓN, INGENIERÍA Y DEMOLICIONES SpA,24-03-2022,24-03-2022,24-03-2022,2022,Marzo,VILLA ALEMANA,5,SpA,CONSTITUCIÓN,10000000,VILLA ALEMANA,5
3762883,77546865-3,DISTRIBUIDORA A y S SPA,24-03-2022,24-03-2022,24-03-2022,2022,Marzo,CASTRO,10,SpA,CONSTITUCIÓN,1500000,CASTRO,10
3763014,77546941-2,Odontología Gianina Viani E.I.R.L.,24-03-2022,24-03-2022,24-03-2022,2022,Marzo,TEMUCO,9,EIRL,CONSTITUCIÓN,4000000,TEMUCO,9
3763601,77547298-7,Sociedad constructora de pozos profundos Hermanos Correa SpA,24-03-2022,24-03-2022,24-03-2022,2022,Marzo,TREHUACO,16,SpA,CONSTITUCIÓN,5000000,TREHUACO,16
3763938,77547266-9,Fonoaudiología SpA,24-03-2022,24-03-2022,24-03-2022,2022,Marzo,LA FLORIDA,13,SpA,CONSTITUCIÓN,1,LA FLORIDA,13
3763480,77547326-6,Transportes Michael Butto E.I.R.L.,24-03-2022,24-03-2022,24-03-2022,2022,Marzo,CONCEPCIÓN,8,EIRL,CONSTITUCIÓN,1000000,CONCEPCIÓN,8
3738943,77547402-5,COMERCIAL V&H FULL CAR LIMITADA,25-03-2022,25-03-2022,25-03-2022,2022,Marzo,LA CISTERNA,13,SRL,CONSTITUCIÓN,4000000,LA CISTERNA,13
3764724,77547377-0,JV  JOSE ALFONSO VALENCIA DONAIRE E.I.R.L.,25-03-2022,25-03-2022,25-03-2022,2022,Marzo,TALCA,7,EIRL,CONSTITUCIÓN,10000,TALCA,7
3765757,77547894-2,Grupo Alvator SpA,25-03-2022,25-03-2022,25-03-2022,2022,Marzo,LAS CONDES,13,SpA,CONSTITUCIÓN,4000000,LAS CONDES,13
3766611,77548019-K,Cortes rubio Spa,26-03-2022,26-03-2022,26-03-2022,2022,Marzo,LA FLORIDA,13,SpA,CONSTITUCIÓN,5000000,LA FLORIDA,13
3766545,77548007-6,Consultores Chile SPA,26-03-2022,26-03-2022,26-03-2022,2022,Marzo,CONCEPCIÓN,8,SpA,CONSTITUCIÓN,500000,CONCEPCIÓN,8
3768178,77548714-3,SERVICIOS ELECTRICOS ROBERTS JOSE SARCOS QUINTERO E.I.R.L.,28-03-2022,28-03-2022,28-03-2022,2022,Marzo,RANCAGUA,6,EIRL,CONSTITUCIÓN,100000,RANCAGUA,6
3767169,77548334-2,Magic Photography Chile Spa,28-03-2022,28-03-2022,28-03-2022,2022,Marzo,SANTIAGO,13,SpA,CONSTITUCIÓN,5000000,SANTIAGO,13
3768050,77548235-4,Laboratorio KANdent Cristian Sepulveda E.I.R.L.,28-03-2022,28-03-2022,28-03-2022,2022,Marzo,TALCAHUANO,8,EIRL,CONSTITUCIÓN,4000000,TALCAHUANO,8
3759563,77548692-9,Inversiones M&S SpA,28-03-2022,28-03-2022,28-03-2022,2022,Marzo,VALLENAR,3,SpA,CONSTITUCIÓN,5000000,VALLENAR,3
3766140,77548326-1,FABRICACION JENNY VERA AGUILERA  E.I.R.L.,28-03-2022,28-03-2022,28-03-2022,2022,Marzo,VIÑA DEL MAR,5,EIRL,CONSTITUCIÓN,1000000,VIÑA DEL MAR,5
3770060,77548827-1,Agrícola Cordillera SpA,28-03-2022,28-03-2022,28-03-2022,2022,Marzo,LO BARNECHEA,13,SpA,CONSTITUCIÓN,10000000,LO BARNECHEA,13
3768506,77549222-8,CONSTRUCTORA OBRAS MENORES Y MUEBLES  JUAN GUILLERMO SILVA CONTRERAS E.I.R.L.,29-03-2022,29-03-2022,29-03-2022,2022,Marzo,CONCEPCIÓN,8,EIRL,CONSTITUCIÓN,3800000,CONCEPCIÓN,8
3754438,77548929-4,MEAT MARKET LIMITADA,29-03-2022,29-03-2022,29-03-2022,2022,Marzo,CURICO,7,SRL,CONSTITUCIÓN,2000000,CURICO,7
3771416,77549458-1,COMPRA Y VENTA DE AGUA PURIFICADA SpA,29-03-2022,29-03-2022,29-03-2022,2022,Marzo,LAS CONDES,13,SpA,CONSTITUCIÓN,1000000,LAS CONDES,13
3771869,77549335-6,Constructora el Copihue SpA,29-03-2022,29-03-2022,29-03-2022,2022,Marzo,CANETE,8,SpA,CONSTITUCIÓN,20000000,CANETE,8
3770487,77549856-0,Logística y Transporte Curauma Spa,30-03-2022,30-03-2022,30-03-2022,2022,Marzo,VALPARAISO,5,SpA,CONSTITUCIÓN,2000000,VALPARAISO,5
3763740,77549732-7,ALTA RENT A CAR SPA,30-03-2022,30-03-2022,30-03-2022,2022,Marzo,PUERTO MONTT,10,SpA,CONSTITUCIÓN,9000000,PUERTO MONTT,10
3774976,77550647-4,INVERSIONES SEMI Spa,30-03-2022,30-03-2022,30-03-2022,2022,Marzo,RENAICO,9,SpA,CONSTITUCIÓN,5000000,RENAICO,9
3760394,77551446-9,MIFOODS SpA,01-04-2022,01-04-2022,01-04-2022,2022,Abril,LAS CONDES,13,SpA,CONSTITUCIÓN,5000000,LAS CONDES,13
3764639,77551373-K,Tolvasrental SpA,01-04-2022,01-04-2022,01-04-2022,2022,Abril,LAS CONDES,13,SpA,CONSTITUCIÓN,1000000,LAS CONDES,13
3769676,77551386-1,INMOBILIARIA E y D LIMITADA,01-04-2022,01-04-2022,01-04-2022,2022,Abril,VALPARAISO,5,SRL,CONSTITUCIÓN,20000000,VALPARAISO,5
3752035,77551539-2,Salón de Tatuajes Gerson Espinoza Arias E.I.R.L.,01-04-2022,01-04-2022,01-04-2022,2022,Abril,PUERTO MONTT,10,EIRL,CONSTITUCIÓN,4000000,PUERTO MONTT,10
3779083,77551833-2,NUTRICLINICAL SpA,01-04-2022,01-04-2022,01-04-2022,2022,Abril,TALCAHUANO,8,SpA,CONSTITUCIÓN,1500000,TALCAHUANO,8
3781244,77552598-3,Funeraria Los Nogales SpA,04-04-2022,04-04-2022,04-04-2022,2022,Abril,BUIN,13,SpA,CONSTITUCIÓN,55000000,BUIN,13
3781694,77552244-5,Movimiento y vida SPA,04-04-2022,04-04-2022,04-04-2022,2022,Abril,VIÑA DEL MAR,5,SpA,CONSTITUCIÓN,100000,VIÑA DEL MAR,5
3783013,77552641-6,A&J ELECTRICIDAD SPA,04-04-2022,04-04-2022,04-04-2022,2022,Abril,PROVIDENCIA,13,SpA,CONSTITUCIÓN,100000,PROVIDENCIA,13
3779761,77552299-2,OBRAS Y ESTRUCTURAS  RAUL GUERRA GALAZ SPA,04-04-2022,04-04-2022,04-04-2022,2022,Abril,NANCAGUA,6,SpA,CONSTITUCIÓN,500000,NANCAGUA,6
3778739,77553116-9,RISA CENTRO ODONTOLOGICO SpA,05-04-2022,05-04-2022,05-04-2022,2022,Abril,PROVIDENCIA,13,SpA,CONSTITUCIÓN,15000000,PROVIDENCIA,13
3769881,77552854-0,SOCIEDAD COMERCIAL EL ALMENDRAL SPA,05-04-2022,05-04-2022,05-04-2022,2022,Abril,MELIPILLA,13,SpA,CONSTITUCIÓN,1000000,MELIPILLA,13
3781337,77553158-4,Medifit SpA,05-04-2022,05-04-2022,05-04-2022,2022,Abril,SANTA CRUZ,6,SpA,CONSTITUCIÓN,3000000,SANTA CRUZ,6
3785573,77553398-6,Almacén Don Juan Limitada,05-04-2022,05-04-2022,05-04-2022,2022,Abril,EL BOSQUE,13,SRL,CONSTITUCIÓN,1000000,EL BOSQUE,13
